"school","birthyear","gender","kids","parity","income","size","state","marital","meducation","memployment"
"Realschule",1988,"male",5,2,140582.2562142,7,"Bayern","married",12,"none"
"Hauptschule",1986,"male",2,1,35936.0150883299,3,"Bayern","married",9,"fulltime"
"Realschule",1984,"male",2,2,68750.998307165,4,"Baden Wuerttemberg","married",11,"parttime"
"Gymnasium",1982,"female",2,1,19896.0086788093,4,"Berlin","married",9,"none"
"Gymnasium",1985,"female",2,1,32782.2384037268,3,"Nordrhein-Westfalen","separated",14.5,"parttime"
"Gymnasium",1980,"female",2,1,64421.0329554939,4,"Rheinland-Pfalz/Saarland","married",16,"none"
"Hauptschule",1981,"female",2,1,64640.6740628912,4,"Bayern","married",10.5,"parttime"
"Gymnasium",1986,"female",4,4,86688.4711175817,4,"Baden Wuerttemberg","married",10.5,"fulltime"
"Realschule",1984,"male",5,4,29395.0861563566,6,"Niedersachsen","divorced",10.5,"none"
"Hauptschule",1988,"male",3,3,83188.3958329952,5,"Schleswig-Holstein","married",11.5,"parttime"
"Realschule",1985,"female",2,1,47831.9809746764,4,"Bayern","married",9,"none"
"Hauptschule",1985,"female",3,1,37828.7220801254,5,"Bayern","married",10.5,"none"
"Gymnasium",1985,"female",3,2,69458.5976926109,5,"Nordrhein-Westfalen","married",13,"parttime"
"Gymnasium",1988,"female",1,1,106572.319917539,3,"Baden Wuerttemberg","married",11.5,"parttime"
"Realschule",1988,"female",3,2,62114.1350111658,5,"Bremen","divorced",12,"none"
"Realschule",1982,"male",1,1,48082.9785639716,3,"Rheinland-Pfalz/Saarland","married",11.5,"parttime"
"Hauptschule",1981,"male",5,2,49068.0038257082,6,"Niedersachsen","divorced",10.5,"none"
"Hauptschule",1982,"female",3,2,57887.0230945835,5,"Nordrhein-Westfalen","married",7,"parttime"
"Gymnasium",1988,"female",1,1,114299.323111858,3,"Bayern","married",9,"none"
"Realschule",1988,"female",2,1,104732.425415068,4,"Baden Wuerttemberg","married",10.5,"none"
"Gymnasium",1983,"female",3,3,80319.9772049857,4,"Bayern","married",11.5,"none"
