"school","birthyear","gender","kids","parity","income","size","state","marital","meducation","memployment"
"Gymnasium",1984,"female",2,1,107474.98368776,4,"Nordrhein-Westfalen","married",10.5,"parttime"
"Hauptschule",1984,"female",1,1,37869.6547120547,2,"Nordrhein-Westfalen","separated",12,"fulltime"
"Gymnasium",1987,"female",2,2,37678.7264589985,3,"Baden Wuerttemberg","separated",12,"fulltime"
"Realschule",1985,"female",2,2,77142.9953765182,3,"Baden Wuerttemberg","widowed",11.5,"parttime"
"Realschule",1985,"male",1,1,70890.9870515443,3,"Rheinland-Pfalz/Saarland","married",11.5,"parttime"
"Gymnasium",1980,"female",3,1,62880.009231444,5,"Schleswig-Holstein","married",12,"none"
"Realschule",1987,"male",1,1,32019.8459517152,2,"Baden Wuerttemberg","divorced",10.5,"none"
"Gymnasium",1980,"male",2,1,28075.3746658506,3,"Niedersachsen","separated",10.5,"none"
"Realschule",1980,"male",1,1,37251.6908167244,3,"Nordrhein-Westfalen","married",10.5,"none"
"Realschule",1988,"female",3,2,67555.7502485211,5,"Hessen","married",11.5,"none"
"Realschule",1987,"male",4,1,132321.989482506,6,"Baden Wuerttemberg","married",14,"none"
"Hauptschule",1981,"female",4,2,81459.3515462761,6,"Baden Wuerttemberg","married",11,"none"
"Gymnasium",1986,"male",3,2,26970.6660474925,6,"Bayern","married",10.5,"none"
"Hauptschule",1983,"male",4,3,49390.0220635886,4,"Baden Wuerttemberg","married",9,"none"
"Gymnasium",1981,"male",3,1,120300.515154735,4,"Bayern","widowed",18,"parttime"
"Gymnasium",1986,"female",3,3,38820.6874320168,3,"Berlin","separated",15,"parttime"
"Hauptschule",1984,"female",2,2,36127.3449709457,3,"Bayern","divorced",10,"fulltime"
"Realschule",1983,"female",1,1,38339.9920718569,3,"Baden Wuerttemberg","married",10.5,"none"
"Realschule",1988,"female",4,3,97606.9254850251,4,"Rheinland-Pfalz/Saarland","married",10.5,"none"
"Gymnasium",1980,"male",3,3,102540.827904864,5,"Bayern","married",14.5,"fulltime"
"Realschule",1988,"female",2,1,60998.5996242903,4,"Nordrhein-Westfalen","divorced",11.5,"parttime"
"Gymnasium",1982,"female",2,1,19896.0086788093,4,"Berlin","married",9,"none"
"Hauptschule",1983,"female",3,2,34499.000999264,5,"Niedersachsen","married",10.5,"parttime"
"Hauptschule",1988,"male",1,1,67575.0164242496,3,"Niedersachsen","married",9,"fulltime"
"Gymnasium",1983,"female",3,3,97353.0405180889,3,"Baden Wuerttemberg","married",11.5,"parttime"
"Hauptschule",1987,"female",3,1,68180.0074088494,5,"Baden Wuerttemberg","married",12,"fulltime"
"Hauptschule",1985,"female",2,2,39773.7493650758,3,"Bayern","separated",10.5,"parttime"
"Gymnasium",1981,"female",2,2,52836.3762868296,4,"Baden Wuerttemberg","married",11.5,"none"
"Hauptschule",1984,"female",2,1,44717.6769877078,4,"Bayern","married",10.5,"parttime"
"Hauptschule",1980,"male",2,2,68578.1870236745,4,"Niedersachsen","married",11.5,"parttime"
"Gymnasium",1986,"female",2,1,96923.4775935113,4,"Baden Wuerttemberg","divorced",12,"parttime"
"Gymnasium",1981,"male",1,1,60065.3330664102,3,"Bayern","married",10.5,"parttime"
"Gymnasium",1987,"female",4,2,103228.045536769,6,"Baden Wuerttemberg","married",18,"none"
"Gymnasium",1983,"female",3,3,75925.9302586414,3,"Nordrhein-Westfalen","married",12,"none"
"Realschule",1987,"male",5,2,66864.0285954534,7,"Bayern","married",12,"none"
"Hauptschule",1983,"female",5,4,110535.861252182,7,"Niedersachsen","married",9,"none"
"Hauptschule",1983,"male",3,1,90091.7289704257,5,"Bayern","married",15,"none"
"Gymnasium",1980,"male",3,1,48981.6964431491,5,"Nordrhein-Westfalen","married",11.5,"none"
"Hauptschule",1981,"female",3,2,64974.8556655314,5,"Nordrhein-Westfalen","married",10.5,"fulltime"
"Hauptschule",1985,"female",3,2,74114.29053852,5,"Nordrhein-Westfalen","married",10,"fulltime"
"Hauptschule",1981,"female",4,1,39436.9885180492,6,"Nordrhein-Westfalen","married",7,"none"
"Hauptschule",1981,"male",1,1,63589.0091858642,3,"Niedersachsen","married",12,"fulltime"
"Gymnasium",1984,"female",2,2,93131.4056567054,4,"Baden Wuerttemberg","married",9,"parttime"
"Hauptschule",1980,"female",6,5,118268.494981837,8,"Bayern","married",10.5,"parttime"
"Realschule",1987,"male",2,1,89679.3234718751,4,"Bayern","married",12,"fulltime"
"Gymnasium",1984,"male",2,1,107540.601234832,5,"Rheinland-Pfalz/Saarland","married",16,"parttime"
"Gymnasium",1988,"female",4,3,81431.9331126377,4,"Schleswig-Holstein","married",10,"parttime"
"Realschule",1986,"male",2,1,69896.033091368,4,"Baden Wuerttemberg","married",9,"parttime"
"Realschule",1982,"male",2,2,53580.007035883,4,"Baden Wuerttemberg","married",12,"parttime"
"Realschule",1982,"female",2,1,35619.8905762272,4,"Baden Wuerttemberg","married",9,"fulltime"
"Gymnasium",1982,"female",2,1,180909.292386817,4,"Nordrhein-Westfalen","married",16,"parttime"
"Realschule",1988,"female",3,1,68940.8113343164,5,"Nordrhein-Westfalen","married",12,"none"
"Realschule",1984,"male",2,1,48044.017181149,4,"Baden Wuerttemberg","married",11.5,"parttime"
"Gymnasium",1987,"male",2,2,84184.1666799434,4,"Baden Wuerttemberg","married",11,"none"
"Realschule",1980,"female",2,2,83869.0000492644,4,"Nordrhein-Westfalen","married",10.5,"fulltime"
"Hauptschule",1984,"female",2,2,105918.986432017,4,"Bayern","married",11.5,"none"
