"school","birthyear","gender","kids","parity","income","size","state","marital","meducation","memployment"
"Gymnasium",1983,"female",2,2,140836.816606359,4,"Nordrhein-Westfalen","married",12,"parttime"
"Gymnasium",1988,"female",1,1,114299.323111858,3,"Bayern","married",9,"none"
"Hauptschule",1986,"male",3,2,41403.7757556849,5,"Bayern","married",10.5,"none"
"Hauptschule",1982,"male",3,3,27558.1703914755,4,"Nordrhein-Westfalen","married",10.5,"parttime"
"Hauptschule",1984,"female",3,1,49554.0675330162,5,"Schleswig-Holstein","married",10.5,"none"
"Hauptschule",1982,"female",2,2,37626.5516278217,4,"Baden Wuerttemberg","divorced",11.5,"fulltime"
"Hauptschule",1985,"female",3,3,64829.2158396696,4,"Schleswig-Holstein","married",12,"fulltime"
"Hauptschule",1984,"female",1,1,37869.6547120547,2,"Nordrhein-Westfalen","separated",12,"fulltime"
"Gymnasium",1983,"female",6,1,104141.010416326,8,"Nordrhein-Westfalen","married",9,"none"
"Realschule",1981,"female",2,2,84045.5496964775,4,"Hessen","married",10.5,"parttime"
"Gymnasium",1983,"female",3,3,80319.9772049857,4,"Bayern","married",11.5,"none"
"Gymnasium",1981,"female",2,1,53936.0081655521,4,"Rheinland-Pfalz/Saarland","married",9,"none"
"Gymnasium",1980,"female",2,1,50433.9903795369,4,"Baden Wuerttemberg","married",12,"parttime"
"Realschule",1987,"male",2,1,72664.642073797,4,"Hessen","divorced",10.5,"none"
"Gymnasium",1980,"female",2,1,86833.0204758029,4,"Nordrhein-Westfalen","married",11,"parttime"
"Hauptschule",1983,"female",2,1,44047.1973883552,4,"Bayern","married",9,"none"
"Hauptschule",1987,"male",1,1,22539.9933718098,3,"Baden Wuerttemberg","married",11,"fulltime"
"Hauptschule",1988,"male",1,1,48880.9477257853,2,"Nordrhein-Westfalen","divorced",11.5,"parttime"
"Realschule",1983,"female",2,1,50423.4100172142,4,"Bayern","married",10.5,"none"
"Hauptschule",1983,"female",3,3,105192.383947119,4,"Niedersachsen","married",10.5,"parttime"
"Hauptschule",1988,"female",3,1,67837.2979054935,5,"Niedersachsen","married",10.5,"none"
"Realschule",1983,"female",2,2,73933.85017926,4,"Niedersachsen","married",10.5,"parttime"
"Gymnasium",1987,"female",4,2,103228.045536769,6,"Baden Wuerttemberg","married",18,"none"
"Hauptschule",1983,"male",2,2,52042.9768590528,3,"Hessen","married",9,"none"
"Hauptschule",1983,"male",2,1,44316.735469205,4,"Bayern","married",11.5,"none"
"Gymnasium",1980,"female",1,1,49523.5479819306,3,"Nordrhein-Westfalen","married",9,"none"
"Gymnasium",1982,"female",2,1,180909.292386817,4,"Nordrhein-Westfalen","married",16,"parttime"
"Realschule",1987,"male",2,1,75392.5680097812,4,"Bayern","married",11.5,"parttime"
"Gymnasium",1986,"male",3,2,26970.6660474925,6,"Bayern","married",10.5,"none"
"Gymnasium",1984,"female",1,1,103349.106523678,3,"Nordrhein-Westfalen","married",11.5,"fulltime"
"Gymnasium",1985,"female",2,2,87997.9584212425,6,"Nordrhein-Westfalen","married",18,"parttime"
"Realschule",1984,"male",4,3,82333.7805264709,6,"Bayern","married",9,"fulltime"
"Gymnasium",1985,"female",3,3,77906.3504221787,5,"Nordrhein-Westfalen","married",12,"none"
"Gymnasium",1985,"female",3,2,69458.5976926109,5,"Nordrhein-Westfalen","married",13,"parttime"
"Hauptschule",1981,"female",2,1,64640.6740628912,4,"Bayern","married",10.5,"parttime"
"Hauptschule",1983,"female",2,2,66191.1929607362,4,"Baden Wuerttemberg","married",9,"none"
"Hauptschule",1987,"female",3,1,68180.0074088494,5,"Baden Wuerttemberg","married",12,"fulltime"
"Hauptschule",1983,"female",1,1,15295.0046836382,2,"Bayern","divorced",10.5,"parttime"
"Gymnasium",1988,"male",5,3,87960.2018967141,7,"Bayern","married",12,"none"
"Hauptschule",1981,"male",2,1,48276.0039355316,4,"Baden Wuerttemberg","divorced",11.5,"fulltime"
"Gymnasium",1987,"female",3,3,69897.9662015952,4,"Baden Wuerttemberg","married",12,"parttime"
"Gymnasium",1987,"female",5,2,106424.441635472,7,"Bayern","married",9,"none"
"Hauptschule",1988,"male",3,2,83188.3958329952,5,"Schleswig-Holstein","married",11.5,"parttime"
"Gymnasium",1983,"female",3,3,97353.0405180889,3,"Baden Wuerttemberg","married",11.5,"parttime"
"Realschule",1980,"female",3,1,42584.0885506275,5,"Berlin","married",15,"parttime"
"Hauptschule",1982,"female",5,2,7470.85040521261,7,"Bayern","married",9,"none"
"Hauptschule",1988,"male",2,2,99189.0274425268,4,"Bayern","married",10.5,"parttime"
"Realschule",1986,"female",1,1,76634.9873785458,3,"Niedersachsen","married",9,"none"
"Realschule",1985,"female",2,2,86120.5601811968,4,"Schleswig-Holstein","married",10.5,"none"
"Gymnasium",1983,"female",3,3,75925.9302586414,3,"Nordrhein-Westfalen","married",12,"none"
"Realschule",1985,"male",2,1,57984.1002335102,4,"Nordrhein-Westfalen","married",10.5,"parttime"
"Gymnasium",1988,"male",2,2,49565.0799733515,3,"Nordrhein-Westfalen","separated",16,"none"
"Gymnasium",1986,"male",5,1,130934.014426918,6,"Bayern","married",12,"parttime"
"Gymnasium",1986,"male",1,1,77827.1897607021,3,"Berlin","married",13,"parttime"
"Gymnasium",1983,"female",3,3,107007.493562595,5,"Bayern","married",18,"fulltime"
"Gymnasium",1988,"male",1,1,89971.6954058627,3,"Nordrhein-Westfalen","married",11.5,"parttime"
"Realschule",1986,"male",4,2,51687.7374307395,6,"Rheinland-Pfalz/Saarland","married",10.5,"none"
"Gymnasium",1985,"male",2,2,108179.277311879,4,"Nordrhein-Westfalen","married",18,"fulltime"
"Realschule",1985,"female",2,1,43535.6096806736,4,"Schleswig-Holstein","married",10.5,"none"
"Gymnasium",1981,"male",3,3,122723.429321451,5,"Baden Wuerttemberg","married",10,"parttime"
"Realschule",1983,"male",1,1,73191.8969441643,3,"Hessen","married",10.5,"none"
"Hauptschule",1983,"male",1,1,32109.8104967287,2,"Bayern","separated",10.5,"fulltime"
"Gymnasium",1986,"male",2,2,69846.2572589644,4,"Nordrhein-Westfalen","married",10.5,"parttime"
"Hauptschule",1988,"male",1,1,30089.5591194937,2,"Bremen","single",11,"none"
"Gymnasium",1981,"male",3,2,87004.6073577997,5,"Bayern","married",12,"parttime"
"Hauptschule",1985,"male",2,2,45938.980081728,4,"Bayern","married",11,"parttime"
"Hauptschule",1981,"female",3,1,42751.4102905639,5,"Bayern","married",10.5,"fulltime"
"Gymnasium",1982,"male",2,1,111050.003710109,4,"Nordrhein-Westfalen","married",18,"fulltime"
"Hauptschule",1981,"female",4,1,17063.266358218,5,"Rheinland-Pfalz/Saarland","married",9,"none"
"Gymnasium",1982,"male",2,2,119554.014443359,4,"Bayern","married",11.5,"parttime"
"Realschule",1981,"female",3,2,37871.9300453821,4,"Bremen","divorced",9,"none"
"Gymnasium",1981,"female",3,3,71725.3963155193,5,"Bayern","married",10.5,"fulltime"
"Gymnasium",1983,"male",2,2,124595.665066673,4,"Nordrhein-Westfalen","married",11.5,"parttime"
"Realschule",1988,"female",1,1,132063.422479708,3,"Bayern","married",10.5,"parttime"
"Hauptschule",1980,"male",2,2,62660.0160594216,4,"Baden Wuerttemberg","married",11.5,"none"
"Gymnasium",1980,"male",2,1,71003.9805521633,4,"Rheinland-Pfalz/Saarland","married",16,"parttime"
"Gymnasium",1988,"female",2,1,65334.1260585403,4,"Bayern","married",12,"none"
"Hauptschule",1986,"female",3,1,56879.9961902025,5,"Baden Wuerttemberg","married",9,"none"
"Gymnasium",1985,"male",5,3,84574.769943595,7,"Baden Wuerttemberg","married",12,"none"
"Realschule",1986,"female",2,2,50381.1588066165,4,"Nordrhein-Westfalen","married",10.5,"parttime"
"Realschule",1980,"female",2,1,43699.0013429847,4,"Baden Wuerttemberg","married",10.5,"none"
"Hauptschule",1987,"female",2,1,71092.3354125349,4,"Bayern","married",10.5,"none"
"Hauptschule",1981,"female",3,2,64974.8556655314,5,"Nordrhein-Westfalen","married",10.5,"fulltime"
"Gymnasium",1988,"male",3,3,95305.1360446722,4,"Nordrhein-Westfalen","married",11.5,"none"
"Gymnasium",1988,"female",2,2,147395.131722597,4,"Nordrhein-Westfalen","married",12,"none"
"Gymnasium",1984,"female",2,1,48729.9574666685,4,"Nordrhein-Westfalen","married",14,"fulltime"
"Gymnasium",1985,"female",3,2,80626.0360539351,5,"Nordrhein-Westfalen","married",11.5,"none"
"Realschule",1980,"male",2,1,41348.4143391628,4,"Bayern","married",11.5,"parttime"
"Gymnasium",1982,"male",3,3,146845.978219584,5,"Nordrhein-Westfalen","married",12,"parttime"
"Gymnasium",1983,"male",3,1,76588.0812854208,5,"Bayern","married",12,"parttime"
"Gymnasium",1981,"male",2,1,92125.3420248692,4,"Nordrhein-Westfalen","married",15,"parttime"
"Hauptschule",1983,"female",4,2,83406.6137922603,7,"Rheinland-Pfalz/Saarland","married",11.5,"none"
"Hauptschule",1980,"male",2,1,41580.4950364633,4,"Bayern","married",10.5,"parttime"
"Gymnasium",1987,"female",1,1,70654.8920874899,3,"Rheinland-Pfalz/Saarland","married",11.5,"parttime"
"Hauptschule",1980,"male",4,1,46703.0160871553,6,"Niedersachsen","married",9,"none"
"Gymnasium",1981,"male",2,1,85801.9899177919,4,"Baden Wuerttemberg","married",11.5,"parttime"
"Hauptschule",1984,"male",2,2,49940.1053701814,3,"Bayern","divorced",10.5,"fulltime"
"Gymnasium",1984,"male",2,1,51205.9859471523,4,"Nordrhein-Westfalen","married",13,"parttime"
