"school","birthyear","gender","kids","parity","income","size","state","marital","meducation","memployment"
"Realschule",1986,"male",2,1,69896.033091368,4,"Baden Wuerttemberg","married",9,"parttime"
"Hauptschule",1986,"female",4,2,71111.9998226278,5,"Rheinland-Pfalz/Saarland","married",10.5,"fulltime"
"Gymnasium",1986,"female",2,1,92105.8397083027,4,"Niedersachsen","single",18,"parttime"
"Realschule",1985,"male",2,1,69989.0162084736,4,"Nordrhein-Westfalen","married",12,"parttime"
"Hauptschule",1984,"male",2,2,49940.1053701814,3,"Bayern","divorced",10.5,"fulltime"
"Gymnasium",1986,"male",2,1,62437.3984055941,4,"Nordrhein-Westfalen","married",10.5,"none"
"Gymnasium",1984,"female",2,1,76853.0899111573,4,"Baden Wuerttemberg","married",10.5,"parttime"
"Realschule",1985,"female",3,1,88188.5822314153,5,"Hessen","married",11,"parttime"
"Realschule",1983,"female",3,3,91437.45043055,5,"Bayern","married",14,"fulltime"
"Gymnasium",1987,"female",1,1,108670.954159182,3,"Nordrhein-Westfalen","married",11.5,"fulltime"
"Realschule",1985,"female",4,3,38381.2949076227,5,"Niedersachsen","separated",10.5,"none"
"Hauptschule",1982,"male",4,1,62962.7581934971,6,"Rheinland-Pfalz/Saarland","married",9,"none"
"Realschule",1981,"female",2,2,45930.9634002406,4,"Nordrhein-Westfalen","married",12,"parttime"
"Hauptschule",1982,"male",2,1,68355.5309802059,4,"Nordrhein-Westfalen","married",10.5,"none"
"Hauptschule",1981,"male",3,2,80648.3375218491,5,"Bayern","married",11.5,"parttime"
"Realschule",1984,"male",5,3,15891.9165295313,4,"Baden Wuerttemberg","separated",11.5,"none"
"Realschule",1985,"male",4,3,110531.855546712,6,"Nordrhein-Westfalen","married",14.5,"none"
"Realschule",1985,"female",3,3,95227.093453584,4,"Hessen","married",10.5,"fulltime"
"Gymnasium",1987,"male",1,1,157439.703444443,3,"Nordrhein-Westfalen","married",14.5,"parttime"
"Realschule",1982,"male",3,1,50442.9373268751,5,"Nordrhein-Westfalen","married",10.5,"none"
"Hauptschule",1988,"female",2,2,36631.721556593,4,"Bayern","divorced",9,"parttime"
"Gymnasium",1985,"male",2,2,108179.277311879,4,"Nordrhein-Westfalen","married",18,"fulltime"
"Realschule",1981,"female",4,1,39914.9898347416,6,"Schleswig-Holstein","married",7,"none"
"Realschule",1983,"male",1,1,61663.9761805846,3,"Niedersachsen","married",9,"none"
"Gymnasium",1980,"female",2,1,75618.5280096519,4,"Rheinland-Pfalz/Saarland","married",12,"none"
