"trmgpa","term","sat","hsperc","female","black","frstsem","tothrs","crsgpa","season","ID"
1.5,0,920,40,1,0,0,31,2.646399974823,0,1
2.25,1,920,40,1,0,0,43,2.50769996643066,1,1
2.20000004768372,0,780,82.9268264770508,0,0,0,28,2.86789989471436,0,2
1.60000002384186,1,780,82.9268264770508,0,0,0,43,2.88389992713928,1,2
1.60000002384186,0,810,35.294116973877,0,0,1,0,2.76340007781982,0,3
1.28999996185303,1,810,35.294116973877,0,0,0,14,2.55999994277954,1,3
2,0,1080,9.74842739105225,0,0,1,0,2.51489996910095,1,4
2.73000001907349,1,1080,9.74842739105225,0,0,0,17,2.47639989852905,0,4
1.28999996185303,0,790,61.3636360168457,0,1,1,0,2.41370010375977,1,6
0.25,1,790,61.3636360168457,0,1,0,12,2.59179997444153,0,6
1.5,0,820,10.4651165008545,1,1,0,25,2.62969994544983,1,7
2,1,820,10.4651165008545,1,1,0,41,2.92890000343323,1,7
2.1800000667572,0,1040,8.79120922088623,0,0,1,0,2.39829993247986,1,9
2.13000011444092,1,1040,8.79120922088623,0,0,0,17,2.56430006027222,1,9
2.5,0,780,21.7948722839355,0,0,0,59,2.89549994468689,1,11
2.32999992370605,1,780,21.7948722839355,0,0,0,71,2.75550007820129,0,11
1.75,0,830,27.5510196685791,0,1,0,62,2.94199991226196,1,12
1.39999997615814,1,830,27.5510196685791,0,1,0,74,2.63980007171631,1,12
2.75,0,1180,40.0313987731934,0,0,0,93,2.9096999168396,1,16
3,1,1180,40.0313987731934,0,0,0,105,2.57979989051819,1,16
2.25,0,520,77.4891738891602,0,0,0,72,2.83459997177124,1,18
2,1,520,77.4891738891602,0,0,0,84,3.21810007095337,0,18
2.5,0,890,40.322582244873,0,0,0,25,2.62890005111694,1,23
3,1,890,40.322582244873,0,0,0,37,2.95479989051819,0,23
2.5,0,810,24.6696033477783,1,0,0,30,2.51049995422363,1,25
2.84999990463257,1,810,24.6696033477783,1,0,0,42,3.22270011901855,0,25
2.32999992370605,0,820,60.2451820373535,0,0,0,31,2.79780006408691,1,26
3,1,820,60.2451820373535,0,0,0,40,2.8461000919342,0,26
