X,district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math,testscore,str
29,72199,Terra Bella Union Elementary,Tulare,KK-08,847,44,16.2928009033203,90.2006988525391,67,5139.16455078125,8.93400001525879,55.962215423584,620.099975585938,627.099975585938,623.599975585938,19.25
257,66415,Twin Ridges Elementary,Nevada,KK-08,590,35.7625007629395,7.79659986495972,30.67799949646,78,7203.24658203125,11.4659996032715,0.169491529464722,673.099975585938,647.099975585938,660.099975585938,16.497727715155
137,65813,Plainsburg Union Elementary,Merced,KK-08,104,5,32.3810005187988,49.5237998962402,19,5594.1962890625,9.97200012207031,13.4615392684937,649.5,639.400024414062,644.450012207031,20.8
161,69880,Black Butte Union Elementary,Shasta,KK-08,477,27,25.3668994903564,59.5387992858887,27,5782.5439453125,11.8030004501343,0,650.799987792969,643.799987792969,647.299987792969,17.6666666666667
90,72033,Palo Verde Union Elementary,Tulare,KK-08,499,20,23.6993999481201,80.9248962402344,35,4079.12915039062,10.0979995727539,5.01001977920532,636.099975585938,637.900024414062,637,24.95
128,64550,Garvey Elementary,Los Angeles,KK-08,7114,332.839996337891,34.5942001342773,82.5721969604492,680,4925.65966796875,10.2396669387817,45.0379524230957,638.900024414062,647.900024414062,643.400024414062,21.3736332119714
63,66423,Anaheim Elementary,Orange,KK-06,20927,953.5,10.9113998413086,82.3926010131836,1048,4969.1806640625,13.4006252288818,58.2166557312012,629.599975585938,636.700012207031,633.149993896484,21.9475616151023
391,69773,Mountain Elementary,Santa Cruz,KK-06,158,7.80000019073486,13.75,16.25,15,5399.38330078125,20.4740009307861,0,687.299987792969,678,682.649993896484,20.2564097610765
100,64717,Little Lake City Elementary,Los Angeles,KK-08,5112,246.899993896484,10.6912002563477,59.7234992980957,383,5157.78466796875,11.5692005157471,28.6776218414307,638.599975585938,638.099975585938,638.349975585938,20.7047392724654
168,68437,Vallecitos Elementary,San Diego,KK-08,235,13.6999998092651,6.80849981307983,67.234001159668,51,5621.68798828125,16.6229991912842,39.5744667053223,643.400024414062,654,648.700012207031,17.1532849103453
419,72744,Plumas Elementary,Yuba,KK-08,101,5,11.881199836731,59.4058990478516,14,4776.33642578125,9.95199966430664,2.97029709815979,667.900024414062,676.5,672.200012207031,20.2
13,71795,Allensworth Elementary,Tulare,KK-08,103,5,22.4298992156982,98.1307983398438,25,6567.1494140625,5.33500003814697,42.7184448242188,612.799987792969,619.799987792969,616.299987792969,20.6
315,72355,Curtis Creek Elementary,Tuolumne,KK-08,830,46.6599998474121,10.4118995666504,32.608699798584,95,4906.0302734375,14.1800003051758,0.48192772269249,662.099975585938,671.299987792969,666.699981689453,17.7882555232377
234,65458,San Rafael City Elementary,Marin,KK-08,3518,188.199996948242,9.77079963684082,49.4268989562988,419,5642.83203125,22.4729995727539,40.1080169677734,656.700012207031,656.900024414062,656.800018310547,18.6928802180985
96,72017,Oak Valley Union Elementary,Tulare,KK-08,354,17.7999992370605,10.2777996063232,59.7221984863281,28,4663.81103515625,10.0979995727539,9.88700580596924,636.700012207031,639.299987792969,638,19.8876413018577
62,67397,North Sacramento Elementary,Sacramento,KK-06,5138,290.774993896484,58.7522010803223,84.9990005493164,560,5606.78173828125,10.9056425094604,32.9894905090332,630.299987792969,635.799987792969,633.049987792969,17.6700201456427
192,70649,Cinnabar Elementary,Sonoma,KK-06,287,16.1700000762939,3.79310011863708,31.0345001220703,65,5973.92529296875,17.1560001373291,14.9825782775879,655.099975585938,649.5,652.299987792969,17.7489176651741
69,68221,National Elementary,San Diego,KK-06,6639,304.730010986328,26.8414001464844,100,505,5339.39111328125,8.42300033569336,58.0810356140137,631.5,636.700012207031,634.100006103516,21.7864987387076
240,70722,Guerneville Elementary,Sonoma,KK-08,511,27.2000007629395,27.4853992462158,51.8518981933594,30,5774.97021484375,13.4370002746582,3.91389417648315,664.200012207031,650.900024414062,657.550018310547,18.7867641789278
36,64758,Los Nietos Elementary,Los Angeles,KK-08,2267,103.680000305176,19.1516990661621,84.4337997436523,177,5272.19189453125,11.3325004577637,35.4653701782227,625.400024414062,628.200012207031,626.800018310547,21.8653548739122
382,70623,Bennett Valley Union Elementary,Sonoma,KK-06,945,46,4.2399001121521,10.65149974823,216,5088.7080078125,19.3465003967285,2.53968262672424,685.700012207031,674.400024414062,680.050018310547,20.5434782608696
