"trmgpa","term","sat","hsperc","female","black","frstsem","tothrs","crsgpa","season","ID"
2.20000004768372,0,780,82.9268264770508,0,0,0,28,2.86789989471436,0,2
1.60000002384186,1,780,82.9268264770508,0,0,0,43,2.88389992713928,1,2
2.79999995231628,0,960,17.2323760986328,0,0,0,91,2.85349988937378,1,5
2.59999990463257,1,960,17.2323760986328,0,0,0,106,2.74140000343323,0,5
1.75,0,730,56.6390037536621,0,1,0,34,2.7985999584198,1,10
2.5,1,730,56.6390037536621,0,1,0,50,2.86960005760193,0,10
0.5,0,710,75.3333358764648,0,1,0,120,2.61980009078979,1,13
1.08000004291534,1,710,75.3333358764648,0,1,0,132,3.01749992370605,0,13
1.75,0,980,29.6052627563477,0,1,0,35,2.40580010414124,1,14
2.10999989509583,1,980,29.6052627563477,0,1,0,47,2.83789992332458,0,14
1.25,0,740,51.6025657653809,0,1,0,93,2.42499995231628,1,15
1.5,1,740,51.6025657653809,0,1,0,105,2.88059997558594,0,15
2.05999994277954,0,960,71.5883636474609,0,1,1,0,2.92379999160767,1,21
1.33000004291534,1,960,71.5883636474609,0,1,0,15,2.519700050354,0,21
2.5,0,810,24.6696033477783,1,0,0,30,2.51049995422363,1,25
2.84999990463257,1,810,24.6696033477783,1,0,0,42,3.22270011901855,0,25
2.32999992370605,0,820,60.2451820373535,0,0,0,31,2.79780006408691,1,26
3,1,820,60.2451820373535,0,0,0,40,2.8461000919342,0,26
2.71000003814697,0,850,6.84931516647339,1,0,1,0,2.83279991149902,1,31
3.0699999332428,1,850,6.84931516647339,1,0,0,15,2.72259998321533,1,31
1.42999994754791,0,450,38.9830513000488,0,1,0,1,2.91880011558533,1,34
1.78999996185303,1,450,38.9830513000488,0,1,0,13,2.70770001411438,0,34
1.26999998092651,0,1010,51.886791229248,0,0,0,28,2.80469989776611,1,36
2.5,1,1010,51.886791229248,0,0,0,42,2.67470002174377,0,36
1.86000001430511,0,920,61.0738258361816,0,0,1,0,2.33730006217957,0,37
2.84999990463257,1,920,61.0738258361816,0,0,0,12,2.79250001907349,1,37
2.79999995231628,0,830,42,0,1,0,70,2.90470004081726,1,38
1.60000002384186,1,830,42,0,1,0,83,3.07329988479614,1,38
0.5,0,590,70.2083358764648,0,1,0,37,2.54130005836487,1,39
1.75,1,590,70.2083358764648,0,1,0,49,2.68300008773804,0,39
2,0,650,27.6699028015137,0,0,0,40,2.63150000572205,1,44
2.25,1,650,27.6699028015137,0,0,0,52,2.83640003204346,0,44
2.40000009536743,0,1140,9.95850658416748,0,0,0,56,2.78509998321533,1,45
2.38000011444092,1,1140,9.95850658416748,0,0,0,71,2.85279989242554,0,45
3.47000002861023,0,1180,7.67590618133545,0,0,0,69,2.92199993133545,1,46
3.11999988555908,1,1180,7.67590618133545,0,0,0,87,2.94569993019104,0,46
2,0,770,81.6872406005859,0,0,0,16,2.89869999885559,1,47
2,1,770,81.6872406005859,0,0,0,25,3.0706000328064,0,47
2,0,720,53.4883728027344,1,0,1,0,2.67840003967285,0,49
2.23000001907349,1,720,53.4883728027344,1,0,0,16,2.73740005493164,1,49
2.32999992370605,0,940,17.9282875061035,0,0,0,32,2.82480001449585,0,54
2.13000011444092,1,940,17.9282875061035,0,0,0,50,2.86509990692139,1,54
2.15000009536743,0,1110,57.8703689575195,0,0,0,52,2.74499988555908,1,56
2.69000005722046,1,1110,57.8703689575195,0,0,0,65,2.77999997138977,1,56
3.14000010490417,0,860,40.1459846496582,0,0,0,78,3.18549990653992,1,57
2.75,1,860,40.1459846496582,0,0,0,92,2.69199991226196,1,57
3.63000011444092,0,1110,41.6666679382324,1,0,0,29,3.03309988975525,1,58
3.69000005722046,1,1110,41.6666679382324,1,0,0,45,2.65939998626709,1,58
1.94000005722046,0,850,59.836067199707,1,0,0,87,3.24869990348816,1,59
2.59999990463257,1,850,59.836067199707,1,0,0,103,3.13779997825623,0,59
1.26999998092651,0,750,54.1666679382324,1,0,1,0,2.4407000541687,1,60
2.75,1,750,54.1666679382324,1,0,0,12,3.03320002555847,1,60
2.5,0,890,20.7272720336914,1,0,0,29,2.82669997215271,1,63
2.61999988555908,1,890,20.7272720336914,1,0,0,43,2.98469996452332,1,63
1.71000003814697,0,830,91.3043441772461,0,0,0,26,2.43869996070862,1,65
2.71000003814697,1,830,91.3043441772461,0,0,0,40,2.84980010986328,0,65
2.40000009536743,0,850,85.4748611450195,0,0,1,0,2.70770001411438,1,66
1.73000001907349,1,850,85.4748611450195,0,0,0,11,2.88809990882874,0,66
2.53999996185303,0,910,49.2227973937988,0,1,0,39,2.90269994735718,1,68
2.25,1,910,49.2227973937988,0,1,0,52,2.46099996566772,0,68
3.44000005722046,0,760,10.5970153808594,0,0,0,28,2.98440003395081,1,73
3.20000004768372,1,760,10.5970153808594,0,0,0,44,2.77340006828308,0,73
2.88000011444092,0,780,12.3853206634521,1,0,1,0,2.75760006904602,1,74
2.64000010490417,1,780,12.3853206634521,1,0,0,14,2.89910006523132,0,74
2.25,0,870,51.0822525024414,0,0,0,55,2.83179998397827,1,76
1.75,1,870,51.0822525024414,0,0,0,67,2.73510003089905,0,76
3.79999995231628,0,930,4.47019863128662,1,0,0,28,2.71989989280701,1,83
3,1,930,4.47019863128662,1,0,0,43,2.93370008468628,1,83
4,0,1130,0.222222223877907,1,0,0,77,2.73300004005432,1,85
3.63000011444092,1,1130,0.222222223877907,1,0,0,92,2.84890007972717,0,85
1.25,0,930,68.4027786254883,0,0,0,38,2.66680002212524,1,88
2.23000001907349,1,930,68.4027786254883,0,0,0,50,2.99160003662109,0,88
3,0,900,11.930926322937,1,0,0,86,3.00889992713928,1,91
2.59999990463257,1,900,11.930926322937,1,0,0,101,3.01430010795593,1,91
3.44000005722046,0,870,20,1,1,1,0,2.88459992408752,1,95
2.61999988555908,1,870,20,1,1,0,14,2.64829993247986,1,95
2.78999996185303,0,1100,79.6511611938477,0,0,0,35,2.86719989776611,1,96
3.25,1,1100,79.6511611938477,0,0,0,49,2.71979999542236,0,96
3,0,960,25,0,0,0,30,2.70090007781982,1,97
2.17000007629395,1,960,25,0,0,0,42,2.80259990692139,0,97
2,0,540,62.9166679382324,0,1,0,100,2.64269995689392,1,98
1.25,1,540,62.9166679382324,0,1,0,112,2.5511999130249,0,98
2.38000011444092,0,490,54.347827911377,0,1,0,121,3.12750005722046,1,100
0,1,490,54.347827911377,0,1,0,134,2.39730000495911,1,100
2.20000004768372,0,870,22.1854305267334,0,1,0,93,2.7146999835968,1,103
2.67000007629395,1,870,22.1854305267334,0,1,0,108,2.89759993553162,0,103
2.15000009536743,0,680,14.2857141494751,1,1,0,94,2.82940006256104,1,104
2.63000011444092,1,680,14.2857141494751,1,1,0,107,2.79719996452332,1,104
3,0,1100,60,0,0,0,61,2.87520003318787,1,107
2.25999999046326,1,1100,60,0,0,0,70,2.65079998970032,1,107
1,0,730,44.6153831481934,0,1,0,35,2.82500004768372,1,108
1.69000005722046,1,730,44.6153831481934,0,1,0,47,2.61350011825562,1,108
1.5,0,830,61.0503273010254,0,0,0,77,2.70609998703003,1,109
1.13999998569489,1,830,61.0503273010254,0,0,0,89,2.88159990310669,0,109
2.38000011444092,0,820,16.326530456543,0,0,0,104,2.9293999671936,1,110
2,1,820,16.326530456543,0,0,0,117,2.8283998966217,0,110
2,0,740,13.1147537231445,0,0,1,0,2.6570999622345,0,112
2.5,1,740,13.1147537231445,0,0,0,14,3.03760004043579,1,112
0.930000007152557,0,830,50,0,1,0,1,3.00169992446899,1,116
